year,title,abstract,doi,url,source
2014,Evolvability-Related Options in Military Systems of Systems,"This paper presents results of case investigations of evolvable systems of systems (SoS) in the military domain. The selected SoS cases illustrate examples of specific options implemented by architects in designing SoS that resulted in evolvable SoS. The research aims to further validate the usefulness of design principles for architecting systems that possess desirable lifecycle properties such as evolvability, and contribute real-world examples that architects may use to inspire specific design options for their system of interest.",10.1016/j.procs.2014.03.039,https://www.sciencedirect.com/science/article/pii/S1877050914001021,sciencedirect; scopus; webofscience; googlescholar
2012,Developing a methodology to support the evolution of System of Systems using risk analysis,"The potential for uncontrolled evolution of member systems is one of the most significant challenges facing SoS (System of Systems) management. Lack of control in evolution makes organizations more inefficient, raises costs, and can affect their ability to adapt quickly to changing circumstance. SoS bring together individual systems to fulfill shared goals, but the systems are likely to have been developed independently, and to different development and operational standards. Member systems retain much of their autonomy, along with their motivations and goals. This increases the risk of decisions relating to evolution being taken unilaterally within member systems, potentially to the detriment of the stability, efficiency and dependability of the SoS. This paper proposes a methodology to support non specialist end users in the identification, organization and discussion of information required to manage SoS evolution, and uses a modified form of HAZOPS (Hazard and Operability Study) to analyze the associated risks of evolution. The paper evaluates the methodology using a case study based on a recent RAF (Royal Air Force) Nimrod air crash, the official investigation into which showed severe failings in the operation of the Nimrod SoS. The paper concludes that the methodology proposed would provide valuable support to SoS evolution processes, and discusses future directions for the research. © 2011 Wiley Periodicals, Inc.",10.1002/sys.20194,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.20194,scopus; wiley; webofscience; googlescholar
2014,The evolutionary optimization of system of systems based on Agent model,"In recent years, the concept of system of systems (SoS) has emerged as a new approach to solving complex problems. Since every system evolves, the evolution has become a significant characteristic of SoS. The Agent, a self-adaptive entity, which has the perception, adaption and reaction to the changes of the environment, operates in a dynamic environment. Consequently, a method to research the evolutionary optimization of SoS based on Agent model is proposed. Since each Agent is optimized autonomously, the Agents can adopt different optimization method according to their characteristics. This is a method called “from bottom to top”, which is suitable for solving the problem of large complex systems. Finally, the conclusions are given. The evolutionary optimization of SoS based on Agent model is feasible and effective, which can be deeply researched in the future.",10.1109/ICSSE.2014.6887940,,ieeeexplore; scopus; webofscience
2008,Toward an evolutionary system of systems architecture,"While recent advances in computing/communications technology have enabled the development and managed evolution of large scale system of systems (SoS) applications, lessons learned from industry indicate that these projects are not always successful. A key problem is the lack of a formal framework from which the development and management of SoS architectures can be studied. This paper describes the key ingredients and approaches to formal analysis that we believe will end up in this architectural infrastructure. © 2008 by Institute for Systems Research.",10.1002/j.2334-5837.2008.tb00863.x,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/j.2334-5837.2008.tb00863.x,scopus; wiley; googlescholar
2011,Research on distributed collaborative design environment supporting complex system-of-systems evolution,"According to the design requirements of complex system-of-systems, an agent based Evolutionary System-of-Systems Integration Realization environment is presented. Based on some industry standards such as XML, SOAP and WSDL, this environment is designed with peer-to-peer communication between different agents, characterized with standardization of the interfaces, flexibility of the architecture and compatibility with other standard web services frameworks. Such an adaptable framework can effectively support the distributed collaborative design and hence promote the evolutionary integration of complex system-of-systems.",10.1109/ICIEEM.2011.6035198,,ieeeexplore; scopus
2008,Systems of Systems: New challenges for maintenance and evolution,"Over the past decade, there has been a shift in software engineering practice away from the development of traditional stand-alone systems and toward large scale systems of systems (SoS). The movement toward SoS, in which there is often not a single organization in control, requires a change in a number of maintenance and evolution practices. This paper outlines the basic dimensions of a SoS, and traces its implications for software evolution and maintenance.",10.1109/FOSM.2008.4659258,https://ieeexplore.ieee.org/abstract/document/4659258/,ieeeexplore; scopus; webofscience; googlescholar
2017,Knowledge Based Decision Model for Architecting and Evolving Complex System-of-Systems,"Abstract Architecting complex System-of-System (SoS) has evinced keen interest recently, specifically towards factoring in the operational and managerial independence of the constituent systems, and the evolutionary and adaptive nature of SoS development. Architectural decisions have a significant bearing on the operational measures of success, referred to as Measures of Effectiveness (MOEs), of the SoS. There is inherent uncertainty while making an architectural decision for complex SoS due to the incomplete knowledge on the implications of the decision. The impact on the MOEs of the SoS may be realized only later in the development lifecycle, influencing the performance and the emergent behavior of the SoS. Further, when learning cycles on the architectural decisions are experienced, once the implication of decision is realized, there needs to be means for incorporating the feedback on the decisions taken, and to reflect back on the uncertainty associated with the decisions. This paper proposes a knowledge based decision model for architecting and evolving complex SoS, that takes into account the uncertainty associated with architectural decisions and the learning cycles and feedback loops experienced. It also enables augmenting the architectural knowledge base, both at a constituent system level as well as at the System-of-System level. The proposed model adopts a decision oriented view that enables factoring in uncertainty, learning cycles and feedback loops in architectural decisions. It facilitates exploring the implications of various SoS evolution scenarios on architectural decisions, while analyzing MOEs of the SoS in relation to the MOEs of the constituent systems.",10.1002/j.2334-5837.2017.00343.x,,wiley
2011,An implementers' view of systems engineering for systems of systems,"This paper builds on and extends U.S. Department of Defense published guidance on systems engineering (SE) of systems of systems (SoS) by developing and presenting a view of SoS SE that translates the SoS SE core elements, their interrelationships, and SoS decision-making artifacts and information from a “trapeze” model to a more familiar and intuitive time-sequenced “wave” model representation. The information is thus rendered in a form more readily usable by SoS SE practitioners in the field and one that corresponds with incremental development approaches that are the norm for SoS capability evolution. The paper describes and motivates the development of the wave model, discusses its key characteristics, and provides examples of SoS efforts that reflect this view of SoS SE. Finally, the paper describes how the information critical to successful SoS SE is created, where it fits into the wave model, how it evolves over time, and in which artifacts the information is normally contained.",10.1109/SYSCON.2011.5929039,https://ieeexplore.ieee.org/abstract/document/5929039/,ieeeexplore; scopus; scopus; webofscience; googlescholar
2021,MBSE delivers significant return on investment in evolutionary development of complex SoS,"The Submarine Warfare Federated Tactical Systems (SWFTS) is a rapidly evolving combat system of systems (SoS) product family. Managing the annual baseline updates requires processing thousands of baseline change requests, then coordinating and verifying their implementation. The complexity of this effort, which involves well over ten million source-lines-of-code (SLOC) as well as Commercial-Off-the-Shelf (COTS) and military-unique hardware, is compounded by being deployed in ten variants. After a feasibility study in 2010 the SWFTS systems engineering and integration program started a transition from traditional requirements database and document-centric systems engineering (DCSE) to a model-based systems engineering (MBSE) process. At that time there was little solid evidence in the literature for a positive Return on Investment (ROI) for moving from DCSE to MBSE. Applying MBSE to this program has resulted in measurable monetary and operational benefits. We 1) summarize the DCSE to MBSE transition, 2) describe the accomplishments and observations to date, 3) define the metrics collected, and 4) quantify the achieved ROI. Background on the systems engineering and integration (SE&I) process and an apples-to-apples comparison of SE quality and efficiency are provided. The raw SE&I efficiencies of the DCSE and MBSE approaches are documented, along with conclusions showing that the MBSE approach delivers a positive ROI through higher quality SE products at significantly less cost-per-change, enables managing more baselines and SoS complexity using constant resources, and reduces the cost of the downstream integration effort. © 2021 Lockheed Martin Corporation. Systems Engineering published by Wiley Periodicals LLC",10.1002/sys.21592,https://onlinelibrary.wiley.com/doi/pdf/10.1002/sys.21592,scopus; wiley; webofscience; googlescholar
2022,Strategic robustness in bi-level system-of-systems design,"Robust designs protect system utility in the presence of uncertainty in technical and operational outcomes. Systems-of-systems, which lack centralized managerial control, are vulnerable to strategic uncertainty from coordination failures between partially or completely independent system actors. This work assesses the suitability of a game-theoretic equilibrium selection criterion to measure system robustness to strategic uncertainty and investigates the effect of strategically robust designs on collaborative behavior. The work models interactions between agents in a thematic representation of a mobile computing technology transition using an evolutionary game theory framework. Strategic robustness and collaborative solutions are assessed over a range of conditions by varying agent payoffs. Models are constructed on small world, preferential attachment and random graph topologies and executed in batch simulations. Results demonstrate that systems designed to reduce the impacts of coordination failure stemming from strategic uncertainty also increase the stability of the collaborative strategy by increasing the probability of collaboration by partners; a form of robustness by environment shaping that has not been previously investigated in design literature. The work also demonstrates that strategy selection follows the risk dominance equilibrium selection criterion and that changes in robustness to coordination failure can be measured with this criterion.  © ",10.1017/dsj.2022.2,,scopus; webofscience
2021,Security and autonomic management in system of systems,"A system of systems integrates systems that function independently but are networked together for a period of time to achieve a higher goal. These systems evolve over time and have emergent properties. Therefore, even with security controls in place, it is difficult to maintain a required level of security for the system of systems as a whole because uncertainties may arise at runtime. Uncertainties can occur from internal factors, such as malfunctions of a system, or from external factors, such as malicious attacks. Self-adaptation is an approach that allows a system to adapt in the face of such uncertainties without human intervention. This work outlines the progress made towards security mitigation in system of systems using a generic autonomic management system to assist engineers in developing self-adaptive systems. The manuscript describes the proposed system design, its implementation as part of the Eclipse Arrowhead framework, and its functionality in a smart agriculture use case. The system is designed and implemented in such a way that it can be reused and extended for a variety of use cases without requiring major changes. © 2021 Scientific Association for Infocommunications. All rights reserved.",10.36244/ICJ.2021.3.7,http://real.mtak.hu/147277/,scopus; webofscience; googlescholar
2020,Extending the scope of configuration management for the development and life cycle support of systems of systems—an ontology‐driven framework applied to the …,"… Increasingly complex systems of systems (SoS) have to be developed in ever shorter times‐… , customer expectations and market conditions will evolve. Systems engineering (SE)/model‐…",10.1002/sys.21532,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.21532,googlescholar
2002,Architecture support for system-of-systems evolution,"Support is required to cope with the increasing demands and challenges of system evolution in large organizations. The support needs to come from not only new technology platforms or design solutions but also capabilities to deal with systems knowledge in all aspects of existing systems’ architectures. This paper introduces a key concept, architecture evolution environment, as a basis to develop architecture capabilities enabling the evolution of system-of- systems (SOS). This environment maintains the architecture information of individual systems, and supports the integration and evolution of systems in the context of system-of-systems. In particular, architecture interfaces are introduced to effectively facilitate system composition. © Springer-Verlag Berlin Heidelberg 2002.",10.1007/3-540-45785-2_26,,scopus; springerlink; webofscience
2019,Software mediators as first-class entities of systems-of-systems software architectures,"Context: In contrast to traditional software systems that are mostly created from scratch, current software systems are engineered as a junction of systems already in operation. Examples can be found in domains, such as smart cities, crisis and emergency, IoT, big data, industry 4.0, and connected health systems. Most of them can be considered systems-of-systems (SoS), since they refer to alliances of operational and managerial independent software-intensive systems, which are sometimes distributed over different environments. Therefore, SoS software architectures must be dynamic, evolve over time, and support the execution of emergent behaviors to accomplish SoS missions. They must be also designed to enable the connection of heterogeneous systems, making possible their interoperation, communication, coordination, cooperation, and collaboration, most of the times, in a seamless way. Similar challenges have been addressed by using software mediators as architectural entities. However, the application of mediators in SoS has not been properly explored. Goal: This article introduces MediArch, a layered architecture that considers mediators as first-class software entities to be used in the construction of SoS architectures. Our objective is to present evidence about how MediArch’s can support the construction of SoS architectures. Methods: The following four steps were conducted to define MediArch: (1) identification of mediation requirements to allow SoS properties; (2) establishment and categorization of twelve types of mediators, for enabling capabilities of communication and control of constituent systems interactions and conversion of heterogeneous messages exchanged through a mediation infrastructure; (3) specification of duties, behaviors, assumptions, and guarantees of mediators; and (4) organization of MediArch in three layers, namely, the constituents & consumer systems layer; the communication, conversion, & coordination layer; and the control layer. This architecture was used as the backbone for the software architectures of two SoS in different domains, namely, flood monitoring system-of-systems (FMSoS), and health-care supportive home system-of-systems (HSH-SoS), for providing evidence on how MediArch supports the architecting process of SoS. Results: MediArch (1) supports the integration of independent constituent systems, (2) provides strategies to manage emergent behaviors, (3) defines different schemes of control authorities, (4) offers elements to support SoS evolution, and (5) promotes the resilience and adaptability of SoS architectures. Conclusions: Although MediArch contributes to the establishment of SoS architectures, some challenges related to performance, resource consumption, security, safety, and non-disruptive reconfigurations must still be overcome. © 2019, The Author(s).",10.1186/s13173-019-0089-3,https://link.springer.com/article/10.1186/s13173-019-0089-3,scopus; springerlink; googlescholar
2019,Governing Regression Testing in Systems of Systems,"Great advances in network technology and software engineering have triggered the development and spread of Systems of Systems (SoSs). The dynamic and evolvable nature of SoSs poses important challenges on the validation of such systems and in particular on their regression testing, aiming at assessing that run-time changes and evolutions do not introduce regression in SoS behavior. This paper outlines issues and challenges of regression testing of SoSs, identifying the main kinds of evolution that can impact on their regression testing activity. Furthermore, it presents a conceptual framework for governing the regression testing of SoSs. The proposed framework leverages the concept of an orchestration graph that describes the flow of test cases and sketches a solution for deriving a regression test plan according to test cases dependencies.",10.1109/ISSREW.2019.00064,,ieeeexplore; scopus; webofscience
2018,Threat Analysis in Systems-of-Systems: An Emergence-Oriented Approach,"Cyber-physical Systems of Systems (SoSs) are large-scale systems made of independent and autonomous cyber-physical Constituent Systems (CSs) which may interoperate to achieve high-level goals also with the intervention of humans. Providing security in such SoSs means, among other features, forecasting and anticipating evolving SoS functionalities, ultimately identifying possible detrimental phenomena that may result from the interactions of CSs and humans. Such phenomena, usually called emergent phenomena, are often complex and difficult to capture: the first appearance of an emergent phenomenon in a cyber-physical SoS is often a surprise to the observers. Adequate support to understand emergent phenomena will assist in reducing both the likelihood of design or operational flaws, and the time needed to analyze the relations amongst the CSs, which always has a key economic significance. This article presents a threat analysis methodology and a supporting tool aimed at (i) identifying (emerging) threats in evolving SoSs, (ii) reducing the cognitive load required to understand an SoS and the relations among CSs, and (iii) facilitating SoS risk management by proposing mitigation strategies for SoS administrators. The proposed methodology, as well as the tool, is empirically validated on Smart Grid case studies by submitting questionnaires to a user base composed of 3 stakeholders and 18 BSc and MSc students.",10.1145/3234513,https://dl.acm.org/doi/abs/10.1145/3234513,acm; scopus; webofscience; googlescholar
2019,A study of an adaptive approach for systems-of-systems integration,"Systems-of-systems are a growing composition of complex, autonomous and heterogeneous systems that collaborate in order to achieve complex and evolving targets that exceed the sum of the parts. In fact, the biggest challenge in such environment lays in the preservation of the viability of the system-of-systems and its evolvement while handling component systems' dynamic integrations. This also represents a pressing issue in systems-of-systems engineering. In this paper, we present a collection of definitions dedicated to sire the system-of-systems' concept, their characteristics and typology. Next, we detail the challenges facing the integration process in systems-of-systems. Then, we present our proposition to manage this issue. It is based on an adaptive integration approach to systems-of-systems typology. Two case studies are provided in order to experiment our theory. We evaluate the performance of the approach in both cases. Results are cross-compared. © 2019 Inderscience Enterprises Ltd.",10.1504/IJSSE.2019.097895,,scopus
2019,Systems of Systems Thinking,"As more of our systems interoperate in one or more independently evolving systems of systems and user needs focus more on “new capabilities” rather than a “new system,” so too do our systems thinking processes need to evolve to SoS thinking. SoS thinking builds upon systems thinking to consider the interactions of the SoS constituent systems with each other, along with the challenges of keeping multiple independently evolving SoSs compatibly evolving with each other and the external environment. This paper presents a framework for defining and guiding SoS thinking.",10.1007/978-3-030-00114-8_44,,springerlink
2017,Multilevel Agent-Based Modeling of System of Systems,"This paper deals with the generic modeling of systems of systems (SoSs) using agent-based modeling. SoSs are large-scale systems, including numerous-possibly heterogeneous-interacting component systems evolving in a dynamic environment. The aim of this paper is to provide generic formalism allowing to represent and control the whole complexity of a SoS using agent-based simulations. In particular, organizational aspects of SoSs are managed with the Agent-Group-Role model. Functional aspects, guiding SoSs to accomplish their global goals, are handled via a functional specification. Multilevel aspects are modeled with the Influence Reaction Model for Multilevel Simulation (IRM4MLS) agent-based meta-model. Models generated using this formalism encompass static and dynamic aspects of SoSs. They consider reorganization of SoSs caused by changes of goals or subsystem capacity. All these elements are illustrated in this paper using a SoS case study of Intelligent Autonomous Vehicles initiated by the Intelligent Transportation for Dynamic Environment (InTraDE) European project to automate the port container logistic.",10.1109/JSYST.2015.2429679,https://ieeexplore.ieee.org/abstract/document/7158990/,ieeeexplore; webofscience; googlescholar
2018,Formally describing self-organizing architectures for systems-of-systems on the internet-of-things,"Nowadays, the Internet-of-Things (IoT) enables the engineering of Software-intensive Systems-of-Systems (SoS), which are opportunistically created for achieving specified missions in specific operational environments. A challenging issue in the architectural design of SoS on IoT is to conceive concepts and mechanisms for describing how an SoS architecture is able to create, on the fly, emergent behaviors from elementary IoT systems/devices. To address this challenge, this paper investigates the theory of self-organization, which makes possible that, in an SoS, its constituent systems spontaneously create and maintain a valid SoS architecture enabling the evolutionary development of the required emergent behavior to fulfill the specified SoS mission. In particular, it describes how SosADL, a formal SoS Architecture Description Language (ADL), based on the novel π-Calculus for SoS, was enhanced to support the architectural description of self-organizing SoSs on the IoT, upwardly causing SoS emergent behaviors at run-time. © Springer Nature Switzerland AG 2018.",10.1007/978-3-030-00761-4_2,https://link.springer.com/chapter/10.1007/978-3-030-00761-4_2,scopus; springerlink; webofscience; googlescholar
2018,Learning Framework For Maturing Architecture Design Decisions For Evolving Complex SoS,"Architecting a complex System-of-Systems (SoS) poses significant challenges due to the uncertainty and perceptions associated with understanding the implications of constituent system’s architecture design decisions at SoS level. Due to significant knowledge gaps, architects may find it difficult to uncover the ramifications of a specific decision on various Measures-of-Effectiveness (MOEs) and emergent behavior of the SoS. Subsequently, for complex SoS, learning cycles maybe experienced on the architecture design decisions. As the SoS evolves, these experiential learnings need to be factored into the uncertainty assessments of decisions and the impacted SoS MOEs, while evaluating and deciding on a specific decision. This paper proposes a knowledge based decision learning framework that factors the learning cycles experienced into the uncertainty associated with the decisions and impacted SoS MOEs. The framework takes into consideration, through an architectural knowledge base, multiple knowledge dimensions such as the attributes of the architecture design decision and the feedback loops experienced, in tandem with the complexity attributes and the knowledge gaps associated with the decision.",10.1109/SYSOSE.2018.8428733,,ieeeexplore; scopus; webofscience
